porte-aiguille-mors-forts-et-courts-pour-aiguilles-2-0-d5mm-356	instrument	aiguilles-canules	Porte Aiguille Mors Forts Et Courts Pour Aiguilles 2/0 D5mm
porte-aiguille-vasculaire-357	instrument	aiguilles-canules	Porte Aiguille Vasculaire
porte-batterie-358	instrument	autre	Porte Batterie
pousses-noeud-diam-05mm-359	instrument	autre	Pousses Nœud Diam 05mm
pousses-serringue-360	equipment	autre	Pousses Serringue
presse-pour-plaques-arbre-fixe-361	instrument	autre	Presse Pour Plaques + Arbre Fixe
radio-mobile-362	equipment	imagerie	Radio Mobile
radio-mobile-analogique-363	equipment	imagerie	Radio Mobile Analogique
rechauffeur-364	equipment	autre	Rechauffeur
rechauffeur-a-sang-365	equipment	autre	Réchauffeur À Sang
rechauffeur-de-gaz-pour-la-nouvelle-colonne-de-coelio-4k-366	equipment	bloc-operatoire	Rechauffeur De Gaz Pour La Nouvelle Colonne De Coelio 4K
rechauffeurs-pour-malade-367	equipment	autre	Réchauffeurs Pour Malade
reducteurs-11mm-5-5mm-368	instrument	autre	Reducteurs 11mm/5.5mm
refrigerateur-medicaments-369	equipment	autre	Refrigérateur Médicaments
regine-de-cobb-6-8-12mm-370	instrument	autre	Regine De Cobb 6/8/12mm
resecteur-complet-ch24-371	instrument	optiques-endoscopie	Resecteur Complet Ch24
resecteur-lame-372	instrument	optiques-endoscopie	Resecteur + Lame
respirateur-de-rea-module-metabolisme-crf-373	equipment	reanimation	Respirateur De Réa, Module Métabolisme + Crf
respirateur-de-transport-374	equipment	reanimation	Respirateur De Transport
respirateurs-de-rea-375	equipment	reanimation	Respirateurs De Rea
rongeur-cushing-str-180mm-2-10mm-376	instrument	autre	Rongeur Cushing Str 180mm,2*10mm
rongeur-cushing-str-180mm-2x10mm-377	instrument	autre	Rongeur Cushing Str 180mm 2x10mm
rongeur-cushing-str180mm-1-5x10mm-378	instrument	autre	Rongeur Cushing Str180mm 1.5x10mm
rongeur-love-grunw-str-and-up-180mm-3-10mm-379	instrument	autre	Rongeur Love-Grunw,Str And Up 180mm,3*10mm
rongeur-love-grunw-str-and-up-180mm-3x10mm-380	instrument	autre	Rongeur Love-Grunw Str And Up 180mm 3x10mm
rongeur-spurling-str-180mm-4-10mm-381	instrument	autre	Rongeur Spurling,Str 180mm,4*10mm
rongeur-spurling-str-180mm-4x10mm-382	instrument	autre	Rongeur Spurling Str 180mm 4x10mm
rugine-de-cobb-09-5-mm-long-30-mm-383	instrument	autre	Rugine De Cobb 09.5 mm Long 30 mm
rugine-de-cobb-13-mm-long-30-cm-384	instrument	autre	Rugine De Cobb 13 mm Long 30 cm
rugine-de-cobb-19-mm-long-30-cm-385	instrument	autre	Rugine De Cobb 19 mm Long 30 cm
rugine-droite-faraboeuf-15cm-12-5mm-386	instrument	autre	Rugine Droite (Faraboeuf) 15cm ; 12.5mm
scialytique-mobile-avec-batterie-387	equipment	bloc-operatoire	Scialytique Mobile Avec Batterie
scialytiques-plafonnieres-388	equipment	bloc-operatoire	Scialytiques Plafonnieres
serre-noeud-389	instrument	porte-aiguilles-sutures	Serre Nœud
spatule-double-391	instrument	ecarteurs	Spatule Double
spatule-double-large-392	instrument	ecarteurs	Spatule Double Large
spatule-double-mousse-393	instrument	ecarteurs	Spatule Double Mousse
spatule-freer-20cm-6-5mm-394	instrument	ecarteurs	Spatule Freer 20cm ; 6.5mm
spatule-sachs-18cm-5mm-395	instrument	ecarteurs	Spatule (Sachs) 18cm ; 5mm
sternotome-396	instrument	autre	Sternotome
support-monbile-pour-bocale-d-aspiration-4-l-double-397	instrument	autre	Support Monbile Pour Bocale D'Aspiration 4 L Double
table-de-radiologie-numerisee-400	equipment	imagerie	Table De Radiologie Numérisée
tabourets-401	equipment	mobilier-transport	Tabourets
tire-bouchon-402	instrument	autre	Tire Bouchon
trocart-de-cushing-pour-ponction-403	instrument	optiques-endoscopie	Trocart De Cushing (Pour Ponction)
trocarts-d11mm-avec-mandrin-404	instrument	optiques-endoscopie	Trocarts D11mm Avec Mandrin
trocarts-d5-5mm-avec-mandrin-405	instrument	optiques-endoscopie	Trocarts D5.5mm Avec Mandrin
unite-endoscopie-406	equipment	imagerie	Unité Endoscopie
ureteroscope-semi-rigide-contenaire-407	equipment	autre	Urétéroscope Semi-Rigide + Contenaire
v1-408	equipment	autre	V1
v2-409	equipment	autre	V2
v3-410	equipment	autre	V3
valve-lumineuse-chirurgie-esthetique-411	instrument	autre	Valve Lumineuse Chirurgie Esthétique
video-colonoscope-gastroscopie-412	equipment	imagerie	Vidéo-Colonoscope+Gastroscopie
video-laryngoscope-413	equipment	autre	Vidéo Laryngoscope
